vehicle_year_name,vehicle_style,site_rating,vehicle_price,vehicle_mileage,vehicle_location,vehicle_ext_color,vehicle_int_color,vehicle_accident_count,vehicle_title_type,vehicle_mpg,vehicle_transmission,vehicle_fuel_type,vehicle_options_level,vehicle_engine,vehicle_drive_type,vehicle_usage_type
2014 INFINITI QX80,RWD,Fair Price,"$22,993 ","134,277","Abilene, TX",Dark Currant,Graphite,0 reported accidents,Clean,14 cty / 20 hwy,Automatic,Gas,Minimal Options,5.6L V-8 Gas,RWD,Fleet or Mixed Use
2019 Hyundai Tucson,Limited FWD,Fair Price,"$22,993 ","6,143","Greenville, TX",Sage Brown,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Subaru Crosstrek,2.0i Limited CVT,Fair Price,"$23,000 ","21,258","Broken Arrow, OK",Ice Silver Metallic,Black,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Minimal Options,2.0L Flat-4 Gas,AWD,Personal or Rental Use
2017 Land Rover Range Rover Evoque,SE Hatchback,Fair Price,"$27,490 ","51,385","Plano, TX",Black,Black,0 reported accidents,Clean,21 cty / 29 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,4WD,Fleet or Mixed Use
2019 Toyota RAV4,XLE FWD,Fair Price,"$26,641 ","19,025","Dallas, TX",Midnight Black Metallic,Black,0 reported accidents,Clean,26 cty / 35 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2016 Mazda CX-5,2016.5 Sport FWD Automatic,Fair Price,"$16,860 ","26,670","Yukon, OK",Sonic Silver Metallic,Black,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Chevrolet Trax,LS AWD,Fair Price,"$17,400 ","12,359","Yukon, OK",Mosaic Black Metallic,Jet Black,0 reported accidents,Clean,24 cty / 29 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,AWD,Fleet or Mixed Use
2017 Lincoln MKX,Premiere FWD,Fair Price,"$20,800 ","38,912","Dallas, TX",Magnetic Gray Metallic,Ebony,0 reported accidents,Clean,17 cty / 25 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,FWD,Personal or Rental Use
2015 Jeep Renegade,Sport FWD,Fair Price,"$12,990 ","71,882","Oklahoma City, OK",Glacier Metallic,Black,0 reported accidents,Clean,24 cty / 31 hwy,Manual,Gas,Minimal Options,1.4L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2016 GMC Yukon,XL SLT RWD,Great Price,"$29,988 ","125,122","Bowie, TX",White Frost Tricoat,Cocoa/Dune,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Well Equipped,5.3L V-8 Gas,RWD,Personal or Rental Use
2019 Mazda CX-5,Grand Touring FWD,Fair Price,"$21,829 ","39,720","Grand Prairie, TX",Jet Black Mica,Black,0 reported accidents,Clean,25 cty / 31 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Ford Edge,Titanium AWD,Fair Price,"$29,993 ","36,693","Abilene, TX",Agate Black Metallic,Ebony,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2016 Ford Expedition,Limited RWD,Fair Price,"$27,933 ","62,063","Granbury, TX",Shadow Black,Ebony,1 reported accidents,Clean,16 cty / 22 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas Turbocharged,RWD,Fleet or Mixed Use
2017 Chevrolet Traverse,LT with 1LT FWD,Fair Price,"$21,488 ","47,896","Arlington, TX",Mosaic Black Metallic,Ebony,1 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2016 Ford Explorer,Limited FWD,High Price,"$21,950 ","80,117","Oklahoma City, OK",Shadow Black,Ebony Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 Ford Escape,SE AWD,Fair Price,"$16,688 ","42,655","McKinney, TX",Magnetic Metallic,Medium Light Stone,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,4WD,Personal or Rental Use
2016 Hyundai Tucson,SE FWD,High Price,"$13,900 ","74,286","Oklahoma City, OK",Dazzling White,Gray,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2017 Kia Sportage,EX FWD,Fair Price,"$15,200 ","92,116","Fort Worth, TX",Black Cherry,Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Ford Edge,SE FWD,Fair Price,"$19,999 ","18,788","Lawton, OK",Magnetic Metallic,Ebony,0 reported accidents,Clean,21 cty / 29 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Jeep Grand Cherokee,Overland 4WD,Fair Price,"$24,490 ","78,310","Denton, TX",Bright White Clearcoat,Light Frost/Brown,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Fully Loaded,5.7L V-8 Gas,4WD,Personal or Rental Use
2017 Honda CR-V,Touring FWD,Fair Price,"$22,500 ","72,728","Rockwall, TX",Crystal Black Pearl,Black,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Nissan Murano,Platinum FWD,Fair Price,"$27,990 ","26,127","Oklahoma City, OK",Magnetic Black Metallic,Graphite,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 GMC Acadia,SLT with SLT-1 FWD,Fair Price,"$26,990 ","29,062","Plano, TX",Quicksilver Metallic,Jet Black,0 reported accidents,Clean,21 cty / 26 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2017 Hyundai Tucson,SE AWD,High Price,"$18,537 ","26,477","Norman, OK",Ruby Wine,Beige,0 reported accidents,Clean,21 cty / 26 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas,AWD,Personal or Rental Use
2017 Toyota RAV4,XLE FWD,Fair Price,"$20,995 ","16,709","Arlington, TX",Magnetic Gray Metallic,Ash,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2012 Acura RDX,AWD with Technology Package,Fair Price,"$11,995 ","122,030","Junction City, KS",Basque Red Pearl Ii,Taupe,0 reported accidents,Clean,17 cty / 22 hwy,Automatic,Gas,Standard,2.3L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2018 Jeep Renegade,Latitude FWD,Fair Price,"$18,934 ","11,024","Siloam Springs, AR",Omaha Orange,Black,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 GMC Yukon,XL Denali 4WD,Fair Price,"$29,999 ","164,322","Carrollton, TX",Onyx Black,Jet Black,0 reported accidents,Clean,14 cty / 20 hwy,Automatic,Gas,Well Equipped,6.2L V-8 Gas,4WD,Personal or Rental Use
2019 Hyundai Santa Fe,SE 2.4L AWD,Fair Price,"$20,387 ","28,286","McKinney, TX",Scarlet Red,Black/Black,1 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2016 Mazda CX-9,Signature AWD,High Price,"$25,990 ","54,113","Oklahoma City, OK",Sonic Silver Metallic,Auburn,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2016 Subaru Crosstrek,2.0i Premium CVT,High Price,"$16,590 ","90,831","Oklahoma City, OK",Crystal White Pearl,Ivory,0 reported accidents,Clean,26 cty / 34 hwy,Automatic,Gas,Standard,2.0L Flat-4 Gas,AWD,Personal or Rental Use
2018 Honda CR-V,LX AWD,Fair Price,"$21,413 ","28,830","Arlington, TX",Modern Steel Metallic,Gray,0 reported accidents,Clean,25 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2018 Jeep Compass,Limited 4WD,Fair Price,"$21,330 ","20,244","Arlington, TX",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,4WD,Personal or Rental Use
2018 Mitsubishi Outlander Sport,SE 2.4 FWD CVT,Fair Price,"$15,990 ","42,978","Oklahoma City, OK",Alloy Silver Metallic,Black,0 reported accidents,Clean,23 cty / 29 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Rogue,SV FWD,Fair Price,"$19,985 ","35,933","Fort Smith, AR",Gun Metallic,Charcoal,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2013 GMC Yukon,XL 1500 SLT RWD,Fair Price,"$15,716 ","132,667","Plano, TX",Onyx Black,Ebony,0 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Minimal Options,5.3L V-8 Gas,RWD,Personal or Rental Use
2015 Dodge Journey,SXT FWD,Fair Price,"$11,988 ","90,859","Wichita Falls, TX",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 Kia Sportage,LX FWD,High Price,"$12,995 ","110,363","Del City, OK",Mineral Silver,Black,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Acura MDX,FWD,Fair Price,"$27,113 ","42,181","Fort Worth, TX",Modern Steel Metallic,Ebony,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Subaru Outback,2.5i Premium,Fair Price,"$24,990 ","18,573","Oklahoma City, OK",Crystal Black Silica,Slate Black,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2018 Nissan Rogue Sport,2018.5 S AWD,Fair Price,"$17,590 ","33,629","Oklahoma City, OK",Gun Metallic,Charcoal,0 reported accidents,Clean,24 cty / 30 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,AWD,Personal or Rental Use
2019 Kia Niro,Hybrid LX,Fair Price,"$17,350 ","24,426","Lawton, OK",Aurora Black Pearl,Charcoal,0 reported accidents,Clean,51 cty / 46 hwy,Automatic,Hybrid,Well Equipped,1.6L Inline-4 Hybrid,FWD,Personal or Rental Use
2017 Jeep Compass,Sport FWD,Fair Price,"$12,700 ","71,765","Abilene, TX",Deep Cherry Red Crystal Pearlcoat,Dark Slate Gray,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2019 Honda CR-V,EX FWD,Fair Price,"$25,476 ","13,903","McKinney, TX",Basque Red Pearl Ii,Gray,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2012 Acura MDX,with Technology Package,High Price,"$18,590 ","85,169","Oklahoma City, OK",Crystal Black Pearl,Tan,0 reported accidents,Clean,16 cty / 21 hwy,Automatic,Gas,Standard,3.7L V-6 Gas,AWD,Personal or Rental Use
2016 Audi Q3,Prestige quattro,Fair Price,"$24,990 ","37,315","Oklahoma City, OK",Hainan Blue Metallic,Black,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 Hyundai Kona,SE AWD Automatic,Fair Price,"$18,335 ","27,189","Amarillo, TX",Pulse Red,Black,0 reported accidents,Clean,25 cty / 30 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,AWD,Personal or Rental Use
2018 Mercedes-Benz GLA,GLA 250 FWD,High Price,"$25,990 ","45,040","Oklahoma City, OK",Night Black,Black,0 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Mercedes-Benz M-Class,ML 350 RWD,Great Price,"$22,995 ","49,899","Dallas, TX",Polar White,Black,0 reported accidents,Clean,18 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,RWD,Personal or Rental Use
2016 Mazda CX-3,Sport FWD,High Price,"$12,887 ","90,655","Oklahoma City, OK",Ceramic Silver Metallic,Black,0 reported accidents,Clean,29 cty / 35 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2019 Volkswagen Tiguan,S 4MOTION,Fair Price,"$21,881 ","5,354","Fayetteville, AR",Platinum Gray Metallic,Storm Gray,0 reported accidents,Clean,21 cty / 29 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 Subaru Crosstrek,2.0i Premium CVT,Fair Price,"$19,900 ","43,431","Yukon, OK",Ice Silver Metallic,Black,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Standard,2.0L Flat-4 Gas,AWD,Personal or Rental Use
2016 Honda HR-V,EX FWD CVT,Fair Price,"$14,991 ","75,150","Fort Worth, TX",Blue,Blue,0 reported accidents,Clean,28 cty / 35 hwy,Automatic,Gas,NA,1.8L Inline-4 Gas,FWD,Personal or Rental Use
2018 Hyundai Santa Fe Sport,2.0T Ultimate FWD,Fair Price,"$24,599 ","24,411","Fort Worth, TX",Nightfall Blue,Black,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Toyota RAV4,XLE FWD,Fair Price,"$17,640 ","55,248","Denison, TX",Unknown,Unknown,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Buick Encore,Preferred FWD,Fair Price,"$18,990 ","10,870","Oklahoma City, OK",Quicksilver Metallic,Ebony,0 reported accidents,Clean,25 cty / 30 hwy,Automatic,Gas,Fully Loaded,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 BMW X3,sDrive28i RWD,Fair Price,"$25,689 ","21,572","Grand Prairie, TX",Black Sapphire Metallic,Beige/Black,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2013 Ford Escape,SEL 4WD,High Price,"$13,990 ","82,353","Oklahoma City, OK",White Platinum Tricoat,Lt. Gray,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,4WD,Personal or Rental Use
2017 Volkswagen Tiguan,Sport FWD,Fair Price,"$18,589 ","17,512","Grand Prairie, TX",Pepper Gray Metallic,Charcoal Black,0 reported accidents,Clean,20 cty / 24 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2016 Ford Edge,SEL AWD,High Price,"$19,500 ","44,635","Oklahoma City, OK",Shadow Black,Ebony,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2016 Ford Explorer,XLT FWD,Fair Price,"$21,687 ","40,377","Fort Worth, TX",Ruby Red Metallic Tinted Clearcoat,Medium Light Camel,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Well Equipped,2.3L V-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Jeep Cherokee,Latitude FWD,Fair Price,"$16,987 ","39,257","Fort Worth, TX",Granite Crystal Metallic Clearcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Cadillac XT5,Luxury FWD,Fair Price,"$29,790 ","32,285","Frisco, TX",Stellar Black Metallic,Cirrus,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2017 Toyota RAV4,Limited AWD,Fair Price,"$26,080 ","19,769","Yukon, OK",Black,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2018 Subaru Crosstrek,2.0i Premium CVT,High Price,"$24,990 ","9,407","Oklahoma City, OK",Crystal Black Silica,Black,0 reported accidents,Clean,27 cty / 33 hwy,Automatic,Gas,Standard,2.0L Flat-4 Gas,AWD,Personal or Rental Use
2012 Cadillac SRX,Performance Collection FWD,Fair Price,"$16,990 ","76,986","Oklahoma City, OK",Black Raven,Ebony W/Ebony Accents,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Personal or Rental Use
2017 Ford Edge,SE AWD,Fair Price,"$19,190 ","26,335","Yukon, OK",Gray,Black,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Fleet or Mixed Use
2017 Nissan Rogue,2017.5 SV FWD,Fair Price,"$16,500 ","50,347","Fort Worth, TX",Gun Metallic,Charcoal,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Fully Loaded,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Honda Pilot,LX FWD,Fair Price,"$26,495 ","17,556","Irving, TX",Crystal Black Pearl,Gray,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2014 Audi Q5,Premium Plus 2.0T quattro,Fair Price,"$19,990 ","69,864","Oklahoma City, OK",Ice Silver Metallic,Black,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2015 Nissan Pathfinder,Platinum FWD,Fair Price,"$20,590 ","62,741","Oklahoma City, OK",Pearl White,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2015 INFINITI QX80,AWD,Fair Price,"$26,995 ","122,683","Oklahoma City, OK",Silver,Graphite,0 reported accidents,Clean,14 cty / 20 hwy,Automatic,Gas,Standard,5.6L V-8 Gas,AWD,Fleet or Mixed Use
2017 Cadillac XT5,Luxury FWD,Fair Price,"$25,989 ","34,324","Grand Prairie, TX",Crystal White Tricoat,Jet Black,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2018 Ford Explorer,Limited FWD,Fair Price,"$28,981 ","34,251","Fort Worth, TX",Ruby Red Metallic Tinted Clearcoat,Medium Stone,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Fully Loaded,2.3L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Chevrolet Traverse,LT with 2LT FWD,Fair Price,"$20,900 ","45,344","Yukon, OK",Mosaic Black Metallic,Dark Titanium/Light Titanium,0 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2017 Nissan JUKE,SV FWD Auto,Fair Price,"$16,177 ","35,728","Lawton, OK",Brilliant Silver,Black,0 reported accidents,Clean,28 cty / 32 hwy,Automatic,Gas,Minimal Options,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 BMW X5,xDrive35i AWD,Fair Price,"$25,997 ","91,637","McKinney, TX",Alpine White,Black,0 reported accidents,Clean,18 cty / 24 hwy,Automatic,Gas,Standard,3.0L Inline-6 Gas Turbocharged,AWD,Personal or Rental Use
2016 Honda Pilot,EX-L with Navigation AWD,Fair Price,"$24,411 ","69,759","Broken Arrow, OK",White Diamond Pearl,Beige,0 reported accidents,Clean,18 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2015 Buick Encore,Leather,High Price,"$12,295 ","105,526","Oklahoma City, OK",Carbon Black Metallic,Saddle,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Well Equipped,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Dodge Durango,GT RWD,Fair Price,"$24,624 ","66,661","Lawton, OK",Granite Metallic Clearcoat,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,RWD,Fleet or Mixed Use
2019 Nissan Kicks,SV,Fair Price,"$17,592 ",10,"Dallas, TX",Deep Blue Pearl,Charcoal,0 reported accidents,Clean,31 cty / 36 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Hyundai Santa Fe,SE 2.4L AWD,Fair Price,"$23,688 ","33,132","Wichita, KS",Earthy Bronze,Black/Black,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2017 Kia Niro,Hybrid LX,Fair Price,"$16,990 ","38,006","Oklahoma City, OK",Snow White Pearl,Charcoal,0 reported accidents,Clean,51 cty / 46 hwy,Automatic,Hybrid,Standard,1.6L Inline-4 Hybrid,FWD,Personal or Rental Use
2013 Mercedes-Benz M-Class,ML 350 RWD,High Price,"$19,988 ","93,922","Oklahoma City, OK",Black,Black,0 reported accidents,Clean,18 cty / 23 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,RWD,Personal or Rental Use
2019 Chevrolet Equinox,LT with 1LT FWD,Fair Price,"$21,500 ","21,012","Mc Alester, OK",Iridescent Pearl Tricoat,Medium Ash Gray,0 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Fully Loaded,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Buick Encore,Preferred II FWD,Fair Price,"$17,499 ","16,375","Muskogee, OK",White Frost Tricoat,Shale,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Honda CR-V,EX FWD,Fair Price,"$24,935 ","11,180","Dallas, TX",White Diamond Pearl,Tan,1 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Nissan Rogue,SV FWD,Fair Price,"$17,795 ","36,932","Mesquite, TX",Glacier White,Charcoal,1 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2016 Dodge Journey,R/T FWD,Fair Price,"$14,000 ","87,898","Dallas, TX",Pitch Black Clearcoat,Black/Red,1 reported accidents,Clean,17 cty / 25 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,FWD,Personal or Rental Use
2017 Buick Enclave,Convenience FWD,Fair Price,"$22,391 ","29,611","Jane, MO",Summit White,Light Titanium,1 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 Kia Sorento,LX I4 FWD,High Price,"$13,920 ","70,747","Edmond, OK",Remington Red Metallic,Black,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Subaru Outback,2.5i,Fair Price,"$25,990 ","11,294","Oklahoma City, OK",Crystal White Pearl,Slate Black,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2011 GMC Terrain,SLE-1 FWD,Fair Price,"$6,970 ","175,038","Owasso, OK",Onyx Black,Jet Black,0 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Jeep Compass,2017.5 Latitude FWD,Fair Price,"$17,490 ","42,432","Denton, TX",White Clearcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Hyundai Tucson,Eco FWD,Fair Price,"$15,991 ","34,711","Plano, TX",Black Noir Pearl,Black,0 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2017 Ford Escape,SE 4WD,Great Price,"$12,990 ","114,463","Wichita, KS",Ingot Silver Metallic,Charcoal Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Minimal Options,1.5L Inline-4 Gas Turbocharged,4WD,Personal or Rental Use
2013 Nissan JUKE,SL FWD CVT,High Price,"$9,000 ","131,452","Oklahoma City, OK",Pearl White,Black,1 reported accidents,Clean,27 cty / 32 hwy,Automatic,Gas,Fully Loaded,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Buick Envision,Preferred FWD,Fair Price,"$20,950 ","22,727","Plano, TX",Galaxy Silver Metallic,Light Neutral,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Buick Encore,Leather,Fair Price,"$16,485 ","19,390","Bentonville, AR",Carbon Black Metallic,Titanium,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Fully Loaded,1.4L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2015 Acura RDX,FWD with Technology Package,Fair Price,"$17,495 ","75,445","Irving, TX",Crystal Black Pearl,Ebony,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2015 Subaru Forester,2.0XT Touring CVT,High Price,"$20,990 ","60,377","Oklahoma City, OK",Ice Silver Metallic,Black,0 reported accidents,Clean,23 cty / 28 hwy,Automatic,Gas,Standard,2.0L Flat-4 Gas Turbocharged,AWD,Personal or Rental Use
2013 Ford Explorer,XLT FWD,Fair Price,"$16,988 ","47,996","Norman, OK",Ingot Silver Metallic,Unknown,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2013 GMC Acadia,SLT with SLT-2 AWD,Fair Price,"$17,990 ","92,163","Oklahoma City, OK",Cyber Gray Metallic,Light Titanium,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,AWD,Personal or Rental Use
2019 Dodge Journey,GT AWD,Fair Price,"$19,500 ","34,268","Wichita Falls, TX",Vice White,Black/Red,0 reported accidents,Clean,16 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2019 Jeep Compass,Limited FWD,High Price,"$20,998 ","29,315","Del City, OK",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
